Datetime	Close	Volume	AAPL-count	AAPL-followers	AAPL-followers happy	AAPL-followers sad	AAPL-happy	AAPL-sad
2013-11-04 15:16:00+00:00	520,661	31738,2	4	40,803	18,408	-0,001	2	0
2013-11-04 15:17:00+00:00	520,681	21389,1	6	934,935	66,993	11,694	2	2
2013-11-04 15:18:00+00:00	520,551	19492,1	8	372,049	360,095	-0,001	7	0
2013-11-04 15:19:00+00:00	520,89	19712,4	7	187,706	9,111	27,938	1	2
2013-11-04 15:20:00+00:00	520,79	22380,9	4	82,695	21,237	16,792	1	1
2013-11-04 15:21:00+00:00	521,108	27683,7	20	544,306	457,434	75,255	16	3
2013-11-04 15:22:00+00:00	521,631	54416,8	9	249,328	239,584	9,746	8	1
2013-11-04 15:23:00+00:00	521,669	15959,6	10	277,93	222,61	-0,001	6	0
2013-11-04 16:38:00+00:00	519,617	7644,36	4	42,808	17,994	-0,001	2	0
2013-11-04 16:39:00+00:00	519,597	19561,5	5	110,614	70,189	28,017	3	1
2013-11-04 16:40:00+00:00	519,673	11707,9	2	52,04	52,042	-0,001	2	0
2013-11-04 16:41:00+00:00	519,866	43806,2	14	662,451	138,873	126,522	2	2
2013-11-04 16:42:00+00:00	519,915	7602,12	1	5,743	5,745	-0,001	1	0
2013-11-04 16:43:00+00:00	520,035	13438	4	279,875	69,585	210,292	3	1
2013-11-04 16:44:00+00:00	520,144	6035,02	2	17,819	6,246	11,575	1	1
2013-11-04 16:45:00+00:00	519,975	9052,53	3	64,042	52,403	6,164	1	1
2013-11-04 16:46:00+00:00	519,846	16786,4	1	24,391	24,393	0	1	0
2013-11-04 16:47:00+00:00	519,975	9622,84	5	42,217	38,614	0	4	0
2013-11-04 16:48:00+00:00	519,667	13576,8	1	0,998	0,001	0	0	0
2013-11-04 16:49:00+00:00	519,925	6149,69	3	30,75	16,717	0	2	0
2013-11-04 16:50:00+00:00	519,697	5625,65	2	6,806	6,809	0	2	0
2013-11-04 16:51:00+00:00	519,726	5543,17	1	14,35	0,001	0	0	0
2013-11-04 16:52:00+00:00	519,776	11510,8	5	158,975	158,978	0	5	0
2013-11-04 16:53:00+00:00	520,164	22358,8	4	116,579	105,006	11,576	3	1
2013-11-04 16:54:00+00:00	519,989	13796,1	0	-0,002	0	0	0	0
2013-11-04 16:55:00+00:00	520,123	15501	3	36,668	36,67	0	3	0
2013-11-04 16:56:00+00:00	520,363	10708,1	0	-0,002	0	0	0	0
2013-11-04 16:57:00+00:00	520,363	11353,9	3	60,158	60,16	0	3	0
2013-11-04 16:58:00+00:00	520,094	37960,3	2	35,709	35,711	0	2	0
2013-11-04 16:59:00+00:00	520,472	7377,81	1	19,077	0	19,079	0	1
2013-11-04 17:00:00+00:00	520,223	13955	1	35,747	35,749	0	1	0
2013-11-04 17:01:00+00:00	520,164	4681,17	4	139,237	139,239	0	4	0
2013-11-04 17:02:00+00:00	520,263	6750,17	0	-0,002	0	0	0	0
2013-11-04 17:03:00+00:00	520,066	11828,6	4	3,998	1	1	1	1
2013-11-04 17:04:00+00:00	520,114	4900,44	3	59,167	19,723	19,723	1	1
2013-11-04 17:05:00+00:00	520,094	41482,7	1	43,69	43,692	0	1	0
2013-11-04 17:06:00+00:00	520,154	10682	4	230,41	206,454	0	3	0
2013-11-04 17:07:00+00:00	520,194	3931,82	0	-0,002	0	0	0	0
2013-11-04 17:08:00+00:00	519,915	6230,15	0	-0,002	0	0	0	0
2013-11-04 17:09:00+00:00	519,985	3789,99	3	47,238	47,24	0	3	0
2013-11-04 17:10:00+00:00	520,045	5461,69	4	67,057	67,059	0	4	0
2013-11-04 17:11:00+00:00	520,058	7851,56	1	22,426	0	0	0	0
2013-11-04 17:12:00+00:00	520,079	5611,56	2	42,341	20,64	21,703	1	1
2013-11-04 17:13:00+00:00	520,035	6842,71	0	-0,001	0	0	0	0
2013-11-04 17:14:00+00:00	519,866	6756,21	1	9,898	9,899	0	1	0
2013-11-04 17:15:00+00:00	520,005	9280,86	1	14,034	0	14,036	0	1
2013-11-04 17:16:00+00:00	520,084	10882,2	1	11,83	11,832	0	1	0
2013-11-04 17:17:00+00:00	519,925	4433,73	3	22,392	6,582	0	2	0
2013-11-04 17:18:00+00:00	520,104	6106,44	2	43,421	12,845	0	1	0
2013-11-04 17:19:00+00:00	519,975	2337,57	2	62,883	28,548	0	1	0
2013-11-04 17:20:00+00:00	520,045	4511,18	2	96,123	96,125	0	2	0
2013-11-04 17:21:00+00:00	520,184	5667,89	3	40,073	12,845	1	1	1
2013-11-04 17:22:00+00:00	520,064	4868,25	4	63,448	39,59	20,396	2	1
2013-11-04 17:23:00+00:00	520,134	2715,76	0	-0,002	0	0	0	0
2013-11-04 17:24:00+00:00	519,965	7275,22	3	99,459	4,69	0	1	0
2013-11-04 17:25:00+00:00	519,83	3009,46	4	107,339	92,175	15,166	3	1
2013-11-04 17:26:00+00:00	519,933	4247,65	2	36,057	4,69	0	1	0
2013-11-04 17:27:00+00:00	519,796	7562,89	5	84,11	84,112	0	5	0
2013-11-04 17:28:00+00:00	519,597	10545,2	0	-0,002	0	0	0	0
2013-11-04 17:29:00+00:00	519,547	17245,1	10	341,211	100,996	0	2	0
2013-11-04 17:30:00+00:00	519,567	8998,22	4	73,719	5,292	53,133	1	2
2013-11-04 17:31:00+00:00	519,607	7864,64	1	19,822	0	0	0	0
2013-11-04 17:32:00+00:00	519,577	12685,6	1	28,528	0	28,531	0	1
2013-11-04 17:33:00+00:00	519,617	9468,95	2	8,631	8,633	0	2	0
2013-11-04 17:34:00+00:00	519,796	5802,67	2	14,218	0	12,806	0	1
2013-11-04 17:35:00+00:00	519,689	11276,4	3	79,562	75,565	4	1	2
2013-11-04 17:36:00+00:00	519,766	4123,93	0	-0,003	0	0	0	0
2013-11-04 17:37:00+00:00	519,687	2612,16	6	61,83	19,726	28,071	3	2
2013-11-04 17:38:00+00:00	519,737	7775,12	2	22,446	4,899	17,55	1	1
2013-11-04 17:39:00+00:00	519,677	3557,65	1	45,648	45,651	0	1	0
2013-11-04 17:40:00+00:00	519,905	8757,82	0	-0,003	0	0	0	0
2013-11-04 17:41:00+00:00	520,124	10714,2	1	14,897	0	0	0	0
2013-11-04 17:42:00+00:00	520,064	11414,2	2	26,737	0	26,739	0	2
2013-11-04 17:43:00+00:00	520,074	3155,31	4	97,672	50,909	46,765	3	1
2013-11-04 17:44:00+00:00	520,035	4125,94	3	267,153	192,128	75,026	2	1
2013-11-04 17:45:00+00:00	519,995	3294,12	1	18,301	18,303	-0,001	1	0
2013-11-04 17:46:00+00:00	519,965	18051,8	1	45,286	0	45,287	0	1
2013-11-04 17:47:00+00:00	519,975	9348,25	0	-0,002	0	-0,001	0	0
2013-11-04 17:48:00+00:00	520,104	4699,27	1	6,323	0	-0,001	0	0
2013-11-04 17:49:00+00:00	519,935	2284,26	2	29,462	13,748	15,715	1	1
2013-11-04 17:50:00+00:00	519,945	4051,51	1	32,494	32,496	-0,001	1	0
2013-11-04 17:51:00+00:00	519,766	2906,87	2	16,524	0	-0,001	0	0
2013-11-04 17:52:00+00:00	519,508	4244,63	1	5,743	0	-0,001	0	0
2013-11-04 17:53:00+00:00	519,547	9314,05	0	-0,002	0	-0,001	0	0
2013-11-04 17:54:00+00:00	519,576	9603,73	2	28,138	0	2,448	0	1
2013-11-04 17:55:00+00:00	519,657	3152,29	5	26,736	2	0,999	2	1
2013-11-04 17:56:00+00:00	519,627	4023,35	1	26,494	26,495	-0,001	1	0
2013-11-04 17:57:00+00:00	519,687	3429,9	2	34,692	22,405	-0,001	1	0
2013-11-04 17:58:00+00:00	519,498	1810,51	2	14,67	8,426	-0,001	1	0
2013-11-04 17:59:00+00:00	519,12	18773,9	2	22,187	22,188	-0,001	2	0
2013-11-04 18:00:00+00:00	519,229	10173	0	-0,001	0	-0,001	0	0
2013-11-04 18:01:00+00:00	519,189	5057,35	6	82,165	77,717	-0,001	4	0
2013-11-04 18:02:00+00:00	518,762	40270,7	1	2,448	0	-0,001	0	0
2013-11-04 18:03:00+00:00	519,006	12424,1	3	55,581	41,557	14,024	1	2
2013-11-04 18:04:00+00:00	519,02	10197,2	2	57,444	0	-0,001	0	0
2013-11-04 18:05:00+00:00	518,981	10660,9	4	60,723	7,937	52,787	1	3
2013-11-04 18:06:00+00:00	518,971	17940,1	2	32,464	30,016	-0,001	1	0
2013-11-04 18:07:00+00:00	519,07	9036,44	5	67,955	59,507	7,448	2	2
2013-11-04 18:08:00+00:00	518,374	63149,5	1	45,681	-0,001	-0,001	0	0
2013-11-04 18:09:00+00:00	518,663	9706,33	1	10,195	-0,001	-0,001	0	0
2013-11-04 18:10:00+00:00	518,315	27491,5	3	104,081	12,287	86,503	1	1
2013-11-04 18:11:00+00:00	518,275	12999,4	2	41,176	8,774	32,402	1	1
2013-11-04 18:12:00+00:00	518,255	2715,76	6	88,882	10,391	36,25	2	2
2013-11-04 18:13:00+00:00	518,086	12287,3	3	68,301	23,621	33,105	1	1
2013-11-04 18:14:00+00:00	518,116	53147,4	0	-0,003	-0,001	-0,001	0	0
2013-11-04 18:15:00+00:00	517,867	16408,2	2	61,95	-0,001	41,556	0	1
2013-11-04 18:16:00+00:00	517,826	19456,9	0	-0,003	-0,001	-0,001	0	0
2013-11-04 18:17:00+00:00	517,832	13701,5	1	8,243	-0,001	8,245	0	1
2013-11-04 18:18:00+00:00	518,163	20960,6	2	6,569	-0,001	-0,001	0	0
2013-11-04 18:19:00+00:00	518,016	8492,28	4	101,451	41,568	13,747	1	1
2013-11-04 18:20:00+00:00	518,146	13455,1	0	-0,004	-0,001	-0,001	0	0
2013-11-04 18:21:00+00:00	518,265	19838,1	1	42,044	42,047	-0,001	1	0
2013-11-04 18:22:00+00:00	518,484	17104,3	2	48,752	-0,001	-0,001	0	0
2013-11-04 18:23:00+00:00	518,404	10039,3	2	77,711	45,683	-0,001	1	0
2013-11-04 18:24:00+00:00	518,484	9135,01	1	11,442	11,445	-0,001	1	0
2013-11-04 18:25:00+00:00	518,533	8156,33	7	115,687	73,37	14,106	4	1
2013-11-04 18:26:00+00:00	518,706	15576,4	2	54,489	41,569	-0,001	1	0
2013-11-04 18:27:00+00:00	518,772	7689,62	1	9,896	9,899	-0,001	1	0
2013-11-04 18:28:00+00:00	518,852	16961,4	2	40,627	24,289	-0,001	1	0
2013-11-04 18:29:00+00:00	519,1	3730,65	7	224,774	203,626	-0,001	4	0
2013-11-04 18:30:00+00:00	519,33	7405,98	3	338,288	324,219	14,07	2	1
2013-11-04 18:31:00+00:00	518,952	12032,8	5	143,762	95,755	-0,001	2	0
2013-11-04 18:32:00+00:00	518,861	27141,5	2	19,868	7,745	-0,001	1	0
2013-11-04 18:33:00+00:00	518,941	4604,72	5	301,711	64,334	138,383	3	1
2013-11-04 18:34:00+00:00	518,871	8657,24	4	55,065	48,509	-0,001	2	0
2013-11-04 18:35:00+00:00	518,613	13326,3	5	143,558	93,737	41,011	2	1
2013-11-04 18:36:00+00:00	518,861	9666,09	2	146,866	146,868	-0,001	2	0
2013-11-04 18:37:00+00:00	518,901	6296,54	4	64,438	43,752	-0,001	3	0
2013-11-04 18:38:00+00:00	518,871	1494,67	2	17,792	17,794	-0,001	2	0
2013-11-04 18:39:00+00:00	519,05	4029,38	1	27,944	27,946	-0,001	1	0
2013-11-04 18:40:00+00:00	519,001	6889,98	2	25,268	4,582	20,687	1	1
2013-11-04 18:41:00+00:00	519,271	12540,8	2	162,214	162,216	-0,001	2	0
2013-11-04 18:42:00+00:00	519,229	25993,8	2	13,355	13,357	-0,001	2	0
2013-11-04 18:43:00+00:00	519,349	5065,4	6	502,605	303,958	-0,001	3	0
2013-11-04 18:44:00+00:00	519,468	13549,6	0	-0,003	-0,001	-0,001	0	0
2013-11-04 18:45:00+00:00	519,309	14428,7	6	85,258	25,752	-0,001	3	0
2013-11-04 18:46:00+00:00	519,176	11259,3	1	2,825	-0,001	-0,001	0	0
2013-11-04 18:47:00+00:00	519,07	9168,2	2	72,95	72,952	-0,001	2	0
2013-11-04 18:48:00+00:00	519,288	105468	3	98,903	83,739	15,165	2	1
2013-11-04 18:49:00+00:00	519,279	9969,86	4	56,885	24,855	-0,001	3	0
2013-11-04 18:50:00+00:00	519,229	2821,37	0	-0,003	-0,002	-0,001	0	0
2013-11-04 18:51:00+00:00	519,189	11088,3	3	79,507	62,656	8,425	1	1
2013-11-04 18:52:00+00:00	519,18	15447,6	1	12,764	-0,002	12,766	0	1
2013-11-04 18:53:00+00:00	518,926	28549,7	3	89,13	75,024	-0,001	2	0
2013-11-04 18:54:00+00:00	519,09	12911,9	4	115,599	48,06	-0,001	1	0
2013-11-04 18:55:00+00:00	519,04	4713,35	3	21,854	21,855	-0,001	3	0
2013-11-04 18:56:00+00:00	519,03	29913,6	2	56,442	18,839	-0,001	1	0
2013-11-04 18:57:00+00:00	519,02	3947,91	1	6,242	6,243	-0,001	1	0
2013-11-04 18:58:00+00:00	519,1	5471,75	0	-0,003	-0,002	-0,001	0	0
2013-11-04 18:59:00+00:00	519,15	5431,52	1	0,997	-0,002	0,999	0	1
2013-11-04 19:00:00+00:00	519,508	24263,8	2	22,026	-0,002	-0,001	0	0
2013-11-04 19:01:00+00:00	519,339	8309,22	3	59,846	2,447	-0,001	1	0
2013-11-04 19:02:00+00:00	519,468	7027,78	0	-0,004	-0,002	-0,001	0	0
2013-11-04 19:03:00+00:00	519,641	9797,86	1	26,245	26,247	-0,001	1	0
2013-11-04 19:04:00+00:00	519,756	10229,4	0	-0,004	-0,002	-0,001	0	0
2013-11-04 19:05:00+00:00	519,756	19981	1	19,719	19,721	-0,001	1	0
2013-11-04 19:06:00+00:00	519,764	5682,98	2	35,279	35,281	-0,001	2	0
2013-11-04 19:07:00+00:00	519,836	5300,76	1	26,903	-0,003	26,906	0	1
2013-11-04 19:08:00+00:00	519,925	12293,3	2	50,038	50,04	-0,001	2	0
2013-11-04 19:09:00+00:00	519,975	14568,5	0	-0,005	-0,003	-0,001	0	0
2013-11-04 19:10:00+00:00	520,005	8103,02	3	119,438	112,299	7,14	2	1
2013-11-04 19:11:00+00:00	519,955	11367	1	44,961	-0,003	-0,001	0	0
2013-11-04 19:12:00+00:00	519,955	8375,6	3	126,215	-0,003	52,801	0	1
2013-11-04 19:13:00+00:00	519,862	3739,7	4	79,508	10,896	-0,001	2	0
2013-11-04 19:14:00+00:00	519,965	2816,34	3	92,945	40,145	52,801	2	1
2013-11-04 19:15:00+00:00	520,01	12497,5	4	76,786	-0,003	44,449	0	2
2013-11-04 19:16:00+00:00	520,005	7040,86	3	17,659	-0,003	8,832	1	1
2013-11-04 19:17:00+00:00	519,716	6031	1	21,973	-0,003	0	0	0
2013-11-04 19:18:00+00:00	519,776	8626,06	4	108,548	104,077	4,472	2	1
2013-11-04 19:19:00+00:00	519,975	4149,08	1	15,26	-0,003	15,264	0	1
2013-11-04 19:20:00+00:00	519,945	5641,74	2	28,209	28,21	0	2	0
2013-11-04 19:21:00+00:00	519,866	3151,29	2	95,057	12,803	82,256	1	1
2013-11-04 19:22:00+00:00	519,836	7460,29	0	-0,005	-0,003	0	0	0
2013-11-04 19:23:00+00:00	520,174	8559,67	2	80,418	71,039	0	1	0
2013-11-04 19:24:00+00:00	520,323	7798,25	1	75,645	-0,003	0	0	0
2013-11-04 19:25:00+00:00	520,263	11459,5	4	73,335	69,873	3,464	3	1
2013-11-04 19:26:00+00:00	520,385	20018,2	1	3,157	3,159	0	1	0
2013-11-04 19:27:00+00:00	520,412	8456,07	0	-0,005	-0,003	0	0	0
2013-11-04 19:28:00+00:00	520,263	16054,2	0	-0,005	-0,003	0	0	0
2013-11-04 19:29:00+00:00	520,363	15611,6	1	3,995	3,997	0	1	0
2013-11-04 19:30:00+00:00	520,353	5642,75	3	38,941	38,943	0	3	0
2013-11-04 19:31:00+00:00	520,422	12951,2	2	31,481	-0,003	0	0	0
2013-11-04 19:32:00+00:00	520,542	11994,6	22	636,663	-0,003	13,454	0	1
2013-11-04 19:33:00+00:00	520,552	9832,06	16	101,697	-0,003	0	0	0
2013-11-04 19:34:00+00:00	520,442	7102,21	1	24,284	-0,003	24,29	0	1
2013-11-04 19:35:00+00:00	520,343	18625,1	1	28,261	28,264	0	1	0
2013-11-04 19:36:00+00:00	520,502	6924,18	1	16,847	-0,003	16,852	0	1
2013-11-04 19:37:00+00:00	520,518	8582,81	3	15,368	14,37	1	2	1
2013-11-04 19:38:00+00:00	520,641	4626,85	2	17,472	9,108	0	1	0
2013-11-04 19:39:00+00:00	520,78	24361,4	0	-0,005	-0,002	0	0	0
2013-11-04 19:40:00+00:00	520,775	13702,5	1	44,097	44,1	0	1	0
2013-11-04 19:41:00+00:00	520,85	21016	2	17,372	14,729	2,646	1	1
2013-11-04 19:42:00+00:00	520,909	12684,6	2	201,092	201,095	0	2	0
2013-11-04 19:43:00+00:00	521,307	32069,1	6	64,836	17,804	16,752	3	2
2013-11-04 19:44:00+00:00	521,417	31001,9	1	11,954	-0,002	11,958	0	1
2013-11-04 19:45:00+00:00	521,377	34057,6	2	101,231	-0,002	101,235	0	2
2013-11-04 19:46:00+00:00	521,725	32755,1	2	385,933	383,289	0	1	0
2013-11-04 19:47:00+00:00	521,735	21951,4	2	453,955	383,289	0	1	0
2013-11-04 19:48:00+00:00	522,063	109901	3	56,808	-0,002	45,151	0	2
2013-11-04 19:49:00+00:00	521,993	41502,8	4	32,381	5,093	24,29	2	1
2013-11-04 19:50:00+00:00	521,953	33571,8	14	473,654	5,655	133,203	1	3
2013-11-04 19:51:00+00:00	521,963	27845,6	5	177,31	145,197	14,107	2	1
2013-11-04 19:52:00+00:00	522,063	15265,6	2	271,653	271,655	0	2	0
2013-11-04 19:53:00+00:00	521,625	37014,8	2	56,326	-0,001	2,449	0	1
2013-11-04 19:54:00+00:00	521,506	17137,5	5	153,363	141,746	11,618	4	1
2013-11-04 19:55:00+00:00	521,297	12864,7	6	104,204	18,627	30,075	2	2
2013-11-04 19:56:00+00:00	521,378	14685,2	5	147,67	31,529	13,711	2	1
2013-11-04 19:57:00+00:00	521,297	7375,8	3	34,658	10,743	23,916	2	1
2013-11-04 19:58:00+00:00	521,118	10056,4	0	-0,003	-0,002	-0,001	0	0
2013-11-04 19:59:00+00:00	521,367	5964,61	5	251,795	18,774	-0,001	2	0
2013-11-04 20:00:00+00:00	521,784	43694,6	2	12,688	12,688	-0,001	2	0
2013-11-04 20:01:00+00:00	521,297	21456,5	4	94,185	94,185	-0,001	4	0
2013-11-04 20:02:00+00:00	520,959	26857,9	3	91,547	25,072	66,475	2	1
2013-11-04 20:03:00+00:00	521,277	30996,9	6	162,974	117,042	32,894	3	2
2013-11-04 20:04:00+00:00	521,476	10489,9	3	48,188	21,884	19,748	1	1
2013-11-04 20:05:00+00:00	521,624	14812	6	34,054	12,408	1	1	1
2013-11-04 20:06:00+00:00	521,486	12513,6	5	309,206	309,208	0	5	0
2013-11-04 20:07:00+00:00	520,929	45472,9	6	435,989	215,59	44,418	3	2
2013-11-04 20:08:00+00:00	520,76	28431	4	72,544	72,547	0	4	0
2013-11-04 20:09:00+00:00	520,661	19958,8	5	63,835	43,842	4,899	2	1
2013-11-04 20:10:00+00:00	521,113	20810,8	2	67,538	-0,001	52,811	0	1
2013-11-04 20:11:00+00:00	521,078	20475,8	2	57,816	48,072	9,747	1	1
2013-11-04 20:12:00+00:00	521,144	11793,4	2	23,374	20,928	0	1	0
2013-11-04 20:13:00+00:00	521,369	24836,1	0	-0,004	0	0	0	0
2013-11-04 20:14:00+00:00	521,049	12739,9	1	146,451	146,455	0	1	0
2013-11-04 20:15:00+00:00	520,969	11645,6	3	31,329	19,375	0	2	0
2013-11-04 20:16:00+00:00	521,188	9935,66	1	1,996	0,001	0	0	0
2013-11-04 20:17:00+00:00	521,039	6588,23	6	236,225	218,518	17,712	4	2
2013-11-04 20:18:00+00:00	521,188	7511,59	1	146,451	146,456	0	1	0
2013-11-04 20:19:00+00:00	521,291	6191,93	0	-0,004	0,001	0	0	0
2013-11-04 20:20:00+00:00	521,039	9717,39	1	7,996	8,001	0	1	0
2013-11-04 20:21:00+00:00	521,352	8016,52	2	12,157	0,001	5,916	0	1
2013-11-04 20:22:00+00:00	521,407	8120,12	0	-0,004	0,001	0	0	0
2013-11-04 20:23:00+00:00	521,218	10262,6	1	4,686	0,001	4,69	0	1
2013-11-04 20:24:00+00:00	521,158	7732,87	0	-0,004	0,001	0	0	0
2013-11-04 20:25:00+00:00	521,387	21296,6	0	-0,004	0,001	0	0	0
2013-11-04 20:26:00+00:00	521,745	64595,9	4	1815,465	1432,527	0	3	0
2013-11-04 20:27:00+00:00	522,152	42193,9	6	349,107	36,685	0	4	0
2013-11-04 20:28:00+00:00	522,202	30519,1	6	114,045	57,542	0	3	0
2013-11-04 20:29:00+00:00	522,209	22837,5	6	94,815	55,514	0	4	0
2013-11-04 20:30:00+00:00	522,202	26067,3	3	107,114	44,421	0	2	0
2013-11-04 20:31:00+00:00	522,184	20231,4	8	92,124	68,699	0	5	1
2013-11-04 20:32:00+00:00	522,162	9907,49	5	385,697	362,611	2,646	3	1
2013-11-04 20:33:00+00:00	521,745	14264,8	6	89,833	79,021	10,816	4	2
2013-11-04 20:34:00+00:00	521,725	16744,2	1	19,82	19,824	0	1	0
2013-11-04 20:35:00+00:00	522,063	24059,6	5	40,087	25,361	0	4	0
2013-11-04 20:36:00+00:00	521,884	18959	3	102,692	49,886	52,811	2	1
2013-11-04 20:37:00+00:00	522,152	17559,9	2	6,318	3,874	2,45	1	1
2013-11-04 20:38:00+00:00	522,218	16192	1	86,488	0,001	0,001	0	0
2013-11-04 20:39:00+00:00	522,53	51536,1	4	109,248	67,517	0,001	3	0
2013-11-04 20:40:00+00:00	522,45	74024,6	5	370,597	318,915	6,709	2	1
2013-11-04 20:41:00+00:00	522,769	27973,3	4	51,397	8,187	14,732	1	1
2013-11-04 20:42:00+00:00	522,59	40893,3	9	244,112	59,566	153,311	2	5
2013-11-04 20:43:00+00:00	522,619	10823,8	3	48,057	22,25	25,813	1	2
2013-11-04 20:44:00+00:00	522,53	22090,2	7	128,545	60,317	68,234	4	3
2013-11-04 20:45:00+00:00	522,789	23708,6	7	209,352	175,313	34,046	5	2
2013-11-04 20:46:00+00:00	522,938	28996,3	5	111,246	111,252	0,001	5	0
2013-11-04 20:47:00+00:00	522,818	81332	5	100,536	52,409	45,685	3	1
2013-11-04 20:48:00+00:00	522,958	29720,5	3	4,891	1,735	3,164	1	2
2013-11-04 20:49:00+00:00	523,146	58188,7	4	47,914	47,921	0,002	4	0
2013-11-04 20:50:00+00:00	523,196	79117,1	7	83,678	28,595	46,726	4	2
2013-11-04 20:51:00+00:00	522,975	54362,5	4	40,648	23,278	17,38	3	1
2013-11-04 20:52:00+00:00	522,858	25890,2	3	41,372	0,004	21,006	0	2
2013-11-04 20:53:00+00:00	522,883	27259,2	2	40,722	40,73	0,002	2	0
2013-11-04 20:54:00+00:00	522,798	21759,3	3	21,241	13,833	0,002	2	0
2013-11-04 20:55:00+00:00	522,997	48738,8	6	136,488	78,674	0,002	3	0
2013-11-04 20:56:00+00:00	523,315	57130,5	6	62,224	8,664	23,907	1	2
2013-11-04 20:57:00+00:00	523,365	51406,3	1	11,615	0,004	11,621	0	1
2013-11-04 20:58:00+00:00	523,465	82679,8	2	94,033	94,041	0,002	2	0
2013-11-04 20:59:00+00:00	523,643	125620	2	70,311	0,004	70,317	0	2
2013-11-05 14:30:00+00:00	522,233	105572	2	92,366	19,314	0	1	0
2013-11-05 14:31:00+00:00	522,57	58840,5	5	125,851	0,001	11,662	0	1
2013-11-05 14:32:00+00:00	523,146	83151,5	2	23,322	0,001	23,324	0	2
2013-11-05 14:33:00+00:00	522,908	36391,2	3	42,465	17,805	11,662	1	1
2013-11-05 14:34:00+00:00	523,196	31468,6	4	32,015	5,831	19,257	1	2
2013-11-05 14:35:00+00:00	524,677	173321	3	52,369	5,099	27,221	1	1
2013-11-05 14:36:00+00:00	525,413	90806	4	54,84	0	26,393	0	2
2013-11-05 14:37:00+00:00	525,393	78482,4	7	199,579	28,071	164,298	1	5
2013-11-05 14:38:00+00:00	524,707	61225,3	9	252,251	194,12	17,5	3	3
2013-11-05 14:39:00+00:00	524,807	20641,8	6	69,396	25,303	23,324	2	2
2013-11-05 14:40:00+00:00	525,254	65460,9	3	73,478	32,741	20,05	1	1
2013-11-05 14:41:00+00:00	525,334	39650,1	6	184,161	115,362	68,8	3	3
2013-11-05 14:42:00+00:00	524,916	74812,1	6	94,662	65,191	15,723	3	2
2013-11-05 14:43:00+00:00	524,389	53152,4	2	63,082	13,152	49,929	1	1
2013-11-05 14:44:00+00:00	523,703	55729,4	4	220,124	200,074	20,049	3	1
2013-11-05 14:45:00+00:00	523,653	59332,3	2	82,23	7,07	75,159	1	1
2013-11-05 14:46:00+00:00	523,226	40392,4	1	20,049	-0,001	20,049	0	1
2013-11-05 14:47:00+00:00	522,818	64428,9	4	892,502	25,149	-0,001	2	0
2013-11-05 14:48:00+00:00	522,381	70839,1	5	87,747	5,916	81,831	1	4
2013-11-05 14:49:00+00:00	523,067	41495,8	0	-0,001	0	-0,001	0	0
2013-11-05 14:50:00+00:00	522,47	25390,3	3	65,788	16,912	48,876	1	2
2013-11-05 14:51:00+00:00	523,196	26907,1	1	2,236	2,237	-0,001	1	0
2013-11-05 14:52:00+00:00	523,047	31259,4	4	222,533	198,66	-0,001	3	0
2013-11-05 14:53:00+00:00	523,733	51085,5	6	409,196	81,577	75,159	2	1
2013-11-05 14:54:00+00:00	523,146	33273,1	3	74,271	74,272	-0,001	3	0
2013-11-05 14:55:00+00:00	523,425	38990,3	1	69,95	69,951	-0,001	1	0
2013-11-05 14:56:00+00:00	523,246	20308,9	3	437,908	437,909	-0,001	3	0
2013-11-05 14:57:00+00:00	522,948	28812,2	5	81,933	21,605	15,651	2	1
2013-11-05 14:58:00+00:00	522,759	30092,6	4	79,248	26,184	20,048	2	1
2013-11-05 14:59:00+00:00	522,629	19672,2	6	104,297	62,228	-0,002	4	0
2013-11-05 15:00:00+00:00	522,948	30316,9	4	128,214	33,137	95,077	1	3
2013-11-05 15:01:00+00:00	522,013	80124	1	57,349	0,001	-0,002	0	0
2013-11-05 15:02:00+00:00	522,167	45535,2	3	84,531	64,483	20,048	2	1
2013-11-05 15:03:00+00:00	521,963	38312,3	3	17,351	5,691	11,66	2	1
2013-11-05 15:04:00+00:00	522,619	42397	3	35,206	23,546	11,66	2	1
2013-11-05 15:05:00+00:00	522,427	23239,9	2	48,605	18,358	-0,002	1	0
2013-11-05 15:06:00+00:00	522,252	19149,1	5	148,629	127,167	20,048	3	1
2013-11-05 15:07:00+00:00	522,073	37550,9	2	92,613	48,084	44,529	1	1
2013-11-05 15:08:00+00:00	522,112	14892,4	6	251,344	0,001	106,161	0	2
2013-11-05 15:09:00+00:00	522,847	43737,8	5	194,013	39,393	99,758	2	1
2013-11-05 15:10:00+00:00	522,421	216314	2	24,124	0,001	24,123	1	1
2013-11-05 15:11:00+00:00	522,36	13060,8	0	-0,001	0,001	-0,002	0	0
2013-11-05 15:12:00+00:00	521,993	24496,2	1	17,803	17,805	-0,002	1	0
2013-11-05 15:13:00+00:00	522,132	32375,9	2	87,564	80,784	6,78	1	1
2013-11-05 15:14:00+00:00	521,874	16421,3	1	48,978	48,98	-0,002	1	0
2013-11-05 15:15:00+00:00	522,098	22124,4	1	38,025	0	-0,002	0	0
2013-11-05 15:16:00+00:00	520,462	120099	1	11,661	0	11,66	0	1
2013-11-05 15:17:00+00:00	520,85	41577,3	3	22,087	7,071	15,015	1	2
2013-11-05 15:18:00+00:00	520,711	25517,1	11	408,587	138,488	103,697	1	3
